point_time,value
2026-07-21 07:30:00+00:00,906.0
2026-07-21 07:35:00+00:00,905.5
2026-07-21 07:40:00+00:00,905.0
2026-07-21 07:45:00+00:00,905.5
2026-07-21 07:50:00+00:00,894.7
2026-07-21 07:55:00+00:00,894.6
2026-07-21 08:00:00+00:00,897.3
2026-07-21 08:05:00+00:00,897.2
2026-07-21 08:10:00+00:00,1012.5
2026-07-21 08:15:00+00:00,1012.4
2026-07-21 08:20:00+00:00,1011.1
2026-07-21 08:25:00+00:00,1011.1
2026-07-21 08:30:00+00:00,1010.6
2026-07-21 08:35:00+00:00,996.1
2026-07-21 08:40:00+00:00,994.9
2026-07-21 08:45:00+00:00,994.9
2026-07-21 08:50:00+00:00,990.3
2026-07-21 08:55:00+00:00,989.9
2026-07-21 09:00:00+00:00,985.3
2026-07-21 09:05:00+00:00,990.0
2026-07-21 09:10:00+00:00,989.7
2026-07-21 09:15:00+00:00,998.8
2026-07-21 09:20:00+00:00,1002.5
2026-07-21 09:25:00+00:00,1000.6
2026-07-21 09:30:00+00:00,991.7
2026-07-21 09:35:00+00:00,991.6
2026-07-21 09:40:00+00:00,992.2
2026-07-21 09:45:00+00:00,992.3
2026-07-21 09:50:00+00:00,991.3
2026-07-21 09:55:00+00:00,992.5
2026-07-21 10:00:00+00:00,994.6
2026-07-21 10:05:00+00:00,996.8
2026-07-21 10:10:00+00:00,996.0
2026-07-21 10:15:00+00:00,993.9
2026-07-21 10:20:00+00:00,993.6
2026-07-21 10:25:00+00:00,994.3
2026-07-21 10:30:00+00:00,996.8
2026-07-21 10:35:00+00:00,995.4
2026-07-21 10:40:00+00:00,998.7
2026-07-21 10:45:00+00:00,995.7
2026-07-21 10:50:00+00:00,998.5
2026-07-21 10:55:00+00:00,995.1
2026-07-21 11:00:00+00:00,995.1
2026-07-21 11:05:00+00:00,995.6
2026-07-21 11:10:00+00:00,995.3
2026-07-21 11:15:00+00:00,995.2
2026-07-21 11:20:00+00:00,995.1
2026-07-21 11:25:00+00:00,995.1
2026-07-21 11:30:00+00:00,996.2
2026-07-21 11:35:00+00:00,996.2
2026-07-21 11:40:00+00:00,996.2
2026-07-21 11:45:00+00:00,996.2
2026-07-21 11:50:00+00:00,997.8
2026-07-21 11:55:00+00:00,997.8
2026-07-21 12:00:00+00:00,998.2
2026-07-21 12:05:00+00:00,1004.2
2026-07-21 12:10:00+00:00,1006.3
2026-07-21 12:15:00+00:00,1012.0
2026-07-21 12:20:00+00:00,1011.8
2026-07-21 12:25:00+00:00,1014.9
2026-07-21 12:30:00+00:00,1025.3
2026-07-21 12:35:00+00:00,1022.9
2026-07-21 12:40:00+00:00,1020.0
2026-07-21 12:45:00+00:00,1027.3
2026-07-21 12:50:00+00:00,1023.5
2026-07-21 12:55:00+00:00,1024.2
2026-07-21 13:00:00+00:00,1031.8
2026-07-21 13:05:00+00:00,1024.8
2026-07-21 13:10:00+00:00,1028.4
2026-07-21 13:15:00+00:00,1036.1
2026-07-21 13:20:00+00:00,1033.4
2026-07-21 13:25:00+00:00,1040.1
2026-07-21 13:30:00+00:00,1032.6
2026-07-21 13:35:00+00:00,1039.0
2026-07-21 13:40:00+00:00,1031.1
2026-07-21 13:45:00+00:00,1040.3
2026-07-21 13:50:00+00:00,1019.3
2026-07-21 13:55:00+00:00,1021.5
2026-07-21 14:00:00+00:00,1003.0
2026-07-21 14:05:00+00:00,1020.6
2026-07-21 14:10:00+00:00,994.8
2026-07-21 14:15:00+00:00,1007.2
2026-07-21 14:20:00+00:00,992.0
2026-07-21 14:25:00+00:00,1003.3
2026-07-21 14:30:00+00:00,1012.1
2026-07-21 14:35:00+00:00,987.8
2026-07-21 14:40:00+00:00,1003.3
2026-07-21 14:45:00+00:00,984.1
2026-07-21 14:50:00+00:00,996.0
2026-07-21 14:55:00+00:00,988.2
2026-07-21 15:00:00+00:00,992.3
2026-07-21 15:05:00+00:00,1007.7
2026-07-21 15:10:00+00:00,997.3
2026-07-21 15:15:00+00:00,984.9
2026-07-21 15:20:00+00:00,983.4
2026-07-21 15:25:00+00:00,989.7
2026-07-21 15:30:00+00:00,995.0
2026-07-21 15:35:00+00:00,995.6
2026-07-21 15:40:00+00:00,995.5
2026-07-21 15:45:00+00:00,999.6
2026-07-21 15:50:00+00:00,1015.5
2026-07-21 15:55:00+00:00,1014.7
2026-07-21 16:00:00+00:00,1000.9
2026-07-21 16:05:00+00:00,1000.6
2026-07-21 16:10:00+00:00,0.0
2026-07-21 16:15:00+00:00,0.0
2026-07-21 16:20:00+00:00,0.0
2026-07-21 16:25:00+00:00,1013.3
2026-07-21 16:30:00+00:00,1009.2
2026-07-21 16:35:00+00:00,1019.7
2026-07-21 16:40:00+00:00,999.4
2026-07-21 16:45:00+00:00,1012.4
2026-07-21 16:50:00+00:00,1003.6
2026-07-21 16:55:00+00:00,999.6
2026-07-21 17:00:00+00:00,0.0
2026-07-21 17:05:00+00:00,0.0
2026-07-21 17:10:00+00:00,0.0
2026-07-21 17:15:00+00:00,0.0
2026-07-21 17:20:00+00:00,0.0
2026-07-21 17:25:00+00:00,996.0
2026-07-21 17:30:00+00:00,0.0
2026-07-21 17:35:00+00:00,0.0
2026-07-21 17:40:00+00:00,0.0
2026-07-21 17:45:00+00:00,0.0
2026-07-21 17:50:00+00:00,0.0
2026-07-21 17:55:00+00:00,0.0
2026-07-21 18:00:00+00:00,0.0
2026-07-21 18:05:00+00:00,0.0
2026-07-21 18:10:00+00:00,0.0
2026-07-21 18:15:00+00:00,0.0
2026-07-21 18:20:00+00:00,0.0
2026-07-21 18:25:00+00:00,0.0
2026-07-21 18:30:00+00:00,0.0
2026-07-21 18:35:00+00:00,0.0
2026-07-21 18:40:00+00:00,0.0
2026-07-21 18:45:00+00:00,0.0
2026-07-21 18:50:00+00:00,0.0
2026-07-21 18:55:00+00:00,0.0
2026-07-21 19:00:00+00:00,997.2
2026-07-21 19:05:00+00:00,0.0
2026-07-21 19:10:00+00:00,988.8
2026-07-21 19:15:00+00:00,0.0
2026-07-21 19:20:00+00:00,0.0
2026-07-21 19:25:00+00:00,0.0
2026-07-21 19:30:00+00:00,0.0
2026-07-21 19:35:00+00:00,0.0
2026-07-21 19:40:00+00:00,0.0
2026-07-21 19:45:00+00:00,0.0
2026-07-21 19:50:00+00:00,0.0
2026-07-21 19:55:00+00:00,0.0
2026-07-21 20:00:00+00:00,0.0
2026-07-21 20:05:00+00:00,0.0
2026-07-21 20:10:00+00:00,0.0
2026-07-21 20:15:00+00:00,0.0
2026-07-21 20:20:00+00:00,0.0
2026-07-21 20:25:00+00:00,0.0
2026-07-21 20:30:00+00:00,0.0
2026-07-21 20:35:00+00:00,0.0
2026-07-21 20:40:00+00:00,0.0
2026-07-21 20:45:00+00:00,0.0
2026-07-21 20:50:00+00:00,0.0
2026-07-21 20:55:00+00:00,0.0
2026-07-21 21:00:00+00:00,1000.8
2026-07-21 21:05:00+00:00,993.5
2026-07-21 21:10:00+00:00,980.0
2026-07-21 21:15:00+00:00,0.0
2026-07-21 21:20:00+00:00,0.0
2026-07-21 21:25:00+00:00,0.0
2026-07-21 21:30:00+00:00,0.0
2026-07-21 21:35:00+00:00,0.0
2026-07-21 21:40:00+00:00,0.0
2026-07-21 21:45:00+00:00,0.0
2026-07-21 21:50:00+00:00,0.0
2026-07-21 21:55:00+00:00,0.0
2026-07-21 22:00:00+00:00,0.0
2026-07-21 22:05:00+00:00,0.0
2026-07-21 22:10:00+00:00,0.0
2026-07-21 22:15:00+00:00,0.0
2026-07-21 22:20:00+00:00,0.0
2026-07-21 22:25:00+00:00,0.0
2026-07-21 22:30:00+00:00,0.0
2026-07-21 22:35:00+00:00,0.0
2026-07-21 22:40:00+00:00,1021.4
2026-07-21 22:45:00+00:00,0.0
2026-07-21 22:50:00+00:00,0.0
2026-07-21 22:55:00+00:00,1040.0
2026-07-21 23:00:00+00:00,0.0
2026-07-21 23:05:00+00:00,0.0
2026-07-21 23:10:00+00:00,1030.0
2026-07-21 23:15:00+00:00,1015.9
2026-07-21 23:20:00+00:00,1028.8
2026-07-21 23:25:00+00:00,1030.5
2026-07-21 23:30:00+00:00,1042.3
2026-07-21 23:35:00+00:00,1057.1
2026-07-21 23:40:00+00:00,1061.2
2026-07-21 23:45:00+00:00,1066.3
2026-07-21 23:50:00+00:00,1067.4
2026-07-21 23:55:00+00:00,1073.6
2026-07-22 00:00:00+00:00,933.1
2026-07-22 00:05:00+00:00,917.5
2026-07-22 00:10:00+00:00,943.9
2026-07-22 00:15:00+00:00,949.7
2026-07-22 00:20:00+00:00,925.1
2026-07-22 00:25:00+00:00,947.7
2026-07-22 00:30:00+00:00,0.0
2026-07-22 00:35:00+00:00,0.0
2026-07-22 00:40:00+00:00,0.0
2026-07-22 00:45:00+00:00,0.0
2026-07-22 00:50:00+00:00,0.0
2026-07-22 00:55:00+00:00,0.0
2026-07-22 01:00:00+00:00,948.5
2026-07-22 01:05:00+00:00,944.3
2026-07-22 01:10:00+00:00,935.6
2026-07-22 01:15:00+00:00,929.8
2026-07-22 01:20:00+00:00,937.7
